Pista objetivo, Firma Identificada, Id de pista, Confianza, Inicio de firma, Alineacion 
pista objetivo /home/nego/Escritorio/mp3/2016_mie_abr_27_1801.mp3 cancion reconocida RADIO NMP VERSION TASA BAJA LAURA-1 1,1,1.70667,20, 
